CASEID,FULL_SAMPLE_WGT,REP_WGT_1,REP_WGT_2,REP_WGT_3,REP_WGT_4,REP_WGT_5,REP_WGT_6,REP_WGT_7,REP_WGT_8,REP_WGT_9,REP_WGT_10,REP_WGT_11,REP_WGT_12,REP_WGT_13,REP_WGT_14,REP_WGT_15,REP_WGT_16,REP_WGT_17,REP_WGT_18,REP_WGT_19,REP_WGT_20,REP_WGT_21,REP_WGT_22,REP_WGT_23,REP_WGT_24,REP_WGT_25,REP_WGT_26,REP_WGT_27,REP_WGT_28,REP_WGT_29,REP_WGT_30,REP_WGT_31,REP_WGT_32,REP_WGT_33,REP_WGT_34,REP_WGT_35,REP_WGT_36,REP_WGT_37,REP_WGT_38,REP_WGT_39,REP_WGT_40
3264,2627.154084011191,0,5231.900661299531,0,0,0,0,4901.84982263501,5193.009743429182,0,5417.731161495701,5361.69426086608,0,0,5093.274674091269,5024.0420491064,5069.035415721294,5197.873327141921,0,4891.165765507173,0,5631.246356843813,0,4576.854853899878,5818.266711765819,5452.012480918213,5276.966611730766,0,0,5571.821339671192,0,0,5805.713625522507,5331.2886605882595,0,0,0,0,4522.443643385786,0,5243.089949127455
3267,1279.2472246260113,0,2718.214639786872,0,0,0,0,2576.6318156973966,2420.0175488449336,0,2400.751793351112,2333.65776612427,0,0,2389.3243083342127,2665.3622005374805,2450.06539212339,2304.725681373118,0,2680.6971042510977,0,3377.0718014668955,0,2310.038483179191,2613.777670788732,2452.4305307583363,2194.087424948663,0,0,2953.859141034575,0,0,2512.701847146056,2658.846946916412,0,0,0,0,2427.111063812676,0,2501.4974995197067
3268,3778.4848213185396,0,7652.552403652323,0,0,0,0,7188.957926865527,7702.6446881214415,0,8114.16847134963,7931.560984044611,0,0,7031.818187084345,7538.929275713081,7635.353843459755,7779.487125878388,0,7543.233467289579,0,7244.438249818176,0,7335.997428363946,7737.5466692321015,7100.9773869556,7841.191672116849,0,0,8347.492833069919,0,0,9031.240053037765,7485.682840790531,0,0,0,0,6701.852931337525,0,7203.425610662652
3271,2155.4088162656117,0,4292.433732692649,0,0,0,0,4021.6485161715086,4260.526267591696,0,4444.89555474243,4398.920927525716,0,0,4178.700139063452,4121.899279466455,4158.813406302573,4264.5165212570155,0,4012.882943163448,0,4620.070866027308,0,3755.0113116326197,4773.508886382987,4473.021144545555,4329.407409822604,0,0,4571.316509859114,0,0,4763.209896717764,4373.9751128506205,0,0,0,0,3710.370457272568,0,4301.613814583855
3272,3872.5616949256446,0,7843.085974460455,0,0,0,0,7367.948902940566,7894.425458729903,0,8316.195378378337,8129.041322193129,0,0,7206.896691325531,7726.633853114737,7825.459203794653,7973.181122726039,0,7731.045210633688,0,7424.8105773017605,0,7518.649400116316,7930.196430830565,7277.777819856748,8036.421991345549,0,0,8555.329059845839,0,0,9256.100246782979,7672.0616862215375,0,0,0,0,6868.715946797472,0,7382.776803735861
3277,2705.0259105050814,0,5386.980130375792,0,0,0,0,5047.146210544064,5346.936441593746,0,5578.318857347326,5520.620959431836,0,0,5244.245111691559,5172.96035318573,5219.287374213865,5351.944187443502,0,5036.145465846216,0,5798.16288523219,0,4712.518022360269,5990.726735573039,5613.616313955813,5433.3818866869015,0,0,5736.976443156922,0,0,5977.801561617075,5489.314102678928,0,0,0,0,4656.494001859027,0,5398.501081384657
3278,2627.154084011191,0,5231.900661299531,0,0,0,0,4901.84982263501,5193.009743429182,0,5417.731161495701,5361.69426086608,0,0,5093.274674091269,5024.0420491064,5069.035415721294,5197.873327141921,0,4891.165765507173,0,5631.246356843813,0,4576.854853899878,5818.266711765819,5452.012480918213,5276.966611730766,0,0,5571.821339671192,0,0,5805.713625522507,5331.2886605882595,0,0,0,0,4522.443643385786,0,5243.089949127455
3281,3400.644852930903,0,6887.314406144177,0,0,0,0,6470.078332457351,6932.397575035145,0,7302.7699071926745,7138.4227571639685,0,0,6328.6522125844385,6785.053334981357,6871.835663218791,7001.555942159043,0,6788.92711709848,0,6520.010748123913,0,6602.414215117753,6963.809436676457,6390.895648299216,7057.090172807355,0,0,7512.762358471231,0,0,8128.136397072783,6737.131423575319,0,0,0,0,6031.682738929154,0,6483.099280473587
3283,9312.24828802866,0,18860.064652871417,0,0,0,0,17717.51490688861,18983.519374102296,0,19997.738519360762,19547.694032892778,0,0,17330.23684651309,18580.035268430634,18817.67801635347,19172.90106895859,0,18590.64314500948,0,17854.2486948663,0,18079.9004690525,19069.536899437528,17500.682850945577,19324.97473929086,0,0,20572.777057487514,0,0,22257.903286568948,18448.806999455315,0,0,0,0,16517.0224144739,0,17753.17117389579
3290,1097.9742510523888,0,2202.190027105526,0,0,0,0,2321.267661439035,2194.628656831115,0,2222.591125675172,2177.443903929603,0,0,1930.4776451643315,1744.4166000192467,2082.3098305467092,1891.8492377541666,0,2263.3381313963023,0,2911.0454246842282,0,1979.4881858726064,2329.900452462307,2069.4926662080834,1840.5935817483607,0,0,2324.8230726012343,0,0,2325.067857631725,2170.0981269965077,0,0,0,0,1969.8939425427259,0,2132.0122485306515
3291,1152.5377575617147,0,2295.245297052827,0,0,0,0,2150.4513332001343,2278.1837735035983,0,2376.7695096165817,2352.186009095835,0,0,2234.4297988644425,2204.0573076444593,2223.7959876781433,2280.317437417759,0,2145.764215943206,0,2470.4390533824117,0,2007.875389609902,2552.4852575970885,2391.808793095971,2315.015819752089,0,0,2444.369179349508,0,0,2546.978193524449,2338.8470113663934,0,0,0,0,1984.0050825983,0,2300.1540600296134
3297,3778.4848213185396,0,7652.552403652323,0,0,0,0,7188.957926865527,7702.6446881214415,0,8114.16847134963,7931.560984044611,0,0,7031.818187084345,7538.929275713081,7635.353843459755,7779.487125878388,0,7543.233467289579,0,7244.438249818176,0,7335.997428363946,7737.5466692321015,7100.9773869556,7841.191672116849,0,0,8347.492833069919,0,0,9031.240053037765,7485.682840790531,0,0,0,0,6701.852931337525,0,7203.425610662652
3299,2705.0259105050814,0,5386.980130375792,0,0,0,0,5047.146210544064,5346.936441593746,0,5578.318857347326,5520.620959431836,0,0,5244.245111691559,5172.96035318573,5219.287374213865,5351.944187443502,0,5036.145465846216,0,5798.16288523219,0,4712.518022360269,5990.726735573039,5613.616313955813,5433.3818866869015,0,0,5736.976443156922,0,0,5977.801561617075,5489.314102678928,0,0,0,0,4656.494001859027,0,5398.501081384657
3304,2705.0259105050814,0,5386.980130375792,0,0,0,0,5047.146210544064,5346.936441593746,0,5578.318857347326,5520.620959431836,0,0,5244.245111691559,5172.96035318573,5219.287374213865,5351.944187443502,0,5036.145465846216,0,5798.16288523219,0,4712.518022360269,5990.726735573039,5613.616313955813,5433.3818866869015,0,0,5736.976443156922,0,0,5977.801561617075,5489.314102678928,0,0,0,0,4656.494001859027,0,5398.501081384657
3310,2094.6973596356797,0,4278.621327206247,0,0,0,0,3859.21146302325,4362.4320267302455,0,4519.631858964599,4730.824815906227,0,0,4317.87028373634,5033.34496076674,3784.6515294859723,4268.3681326614505,0,3664.491269440197,0,3943.4358395533754,0,3555.346766924479,4298.732424148305,4719.699523123044,3789.8535727151016,0,0,4800.591858961618,0,0,4670.0215591717615,4319.9446308835995,0,0,0,0,3349.453756529444,0,4048.9835443492307
3311,8529.898843205041,0,16208.036304969006,0,0,0,0,17296.323735260397,24290.381279677604,0,14304.711403394636,19352.621695922004,0,0,15314.537221217372,14005.063581224334,16800.192497591015,16438.582625649233,0,16597.110141852205,0,15032.863474482107,0,18085.811509051655,16719.910419975306,18602.787098387522,16229.13119862063,0,0,21446.131411645794,0,0,21538.37798661428,16827.450202552547,0,0,0,0,17961.557394760926,0,13794.050612916795
3326,26049.538849275214,0,46087.18693165128,0,0,0,0,46170.638817850944,50152.39231172291,0,57322.581152785395,64479.62542800401,0,0,50137.71969672523,51233.21595290545,46541.69605881529,48745.69392376166,0,47208.615952961496,0,49141.81470006977,0,45149.148535718516,75163.26145468265,45723.84457975024,58975.682958647,0,0,60149.46138655784,0,0,60168.69605411686,60917.87767878197,0,0,0,0,49374.926398117605,0,42176.97579354954
3329,11099.502153338999,17809.015627919813,0,22450.061685406217,21968.264360214886,23899.31452510412,21535.62883928981,0,0,25492.524426700784,0,0,22030.604524859693,22876.358608463528,0,0,0,0,20611.53271632473,0,21221.040545834232,0,21949.001602237255,0,0,0,0,21199.6277030362,22222.893968270047,0,25601.335366060353,26558.831972749096,0,0,23131.395149429667,25430.089097339853,21656.565216413226,21798.69988615425,0,19581.519152586177,0
3332,27378.76188259024,45496.58031141532,0,62045.93854631409,51579.87706227115,58478.76033367438,51830.29745908008,0,0,58608.95518879966,0,0,52692.81191488791,56957.74008338059,0,0,0,0,52767.1229578534,0,56903.64282995995,0,51629.52337684245,0,0,0,0,51593.66081848917,55231.06640661904,0,66805.1865901617,57301.85121752235,0,0,55358.361366803685,57956.27453940088,53460.9356082765,56164.45361914653,0,48260.50116455848,0
3334,19028.81428896245,34249.87158824896,0,41443.9286778998,39052.666837302495,39205.87150227467,38804.71847315658,0,0,38026.574709975896,0,0,42360.108750932064,37992.1589007493,0,0,0,0,33372.27743511789,0,36540.79652021794,0,35396.57217757122,0,0,0,0,36532.15331702733,36994.32449304841,0,42643.18426069345,39291.775430766604,0,0,38664.88846410669,42512.11775388638,37968.67307357391,39172.57111367721,0,33586.66752407202,0
3335,11099.502153338999,17809.015627919813,0,22450.061685406217,21968.264360214886,23899.31452510412,21535.62883928981,0,0,25492.524426700784,0,0,22030.604524859693,22876.358608463528,0,0,0,0,20611.53271632473,0,21221.040545834232,0,21949.001602237255,0,0,0,0,21199.6277030362,22222.893968270047,0,25601.335366060353,26558.831972749096,0,0,23131.395149429667,25430.089097339853,21656.565216413226,21798.69988615425,0,19581.519152586177,0
3337,8808.89226589557,14638.15186926951,0,19962.77225882903,16595.402746046257,18815.06190205155,16675.973456516385,0,0,18856.951029737116,0,0,16953.480414339043,18325.68610132903,0,0,0,0,16977.38938343183,0,18308.28075336968,0,16611.37604090643,0,0,0,0,16599.837556651084,17770.14299597693,0,21494.021314747315,18436.40103873744,0,0,17811.099106230078,18646.956379531824,17200.617917888638,18070.452682469637,0,15527.420753348684,0
3338,7743.407662487869,16941.935138893365,0,15884.549416784068,15446.273415716312,16295.759895878384,14114.999794967918,0,0,14351.187935150601,0,0,13591.155472625911,15144.665654880582,0,0,0,0,18444.78049025954,0,17402.160323539123,0,16001.542823411673,0,0,0,0,14107.668371929622,15833.27570680301,0,14629.120280251302,16065.42544837261,0,0,13199.644803219046,15871.935173424748,16539.85455215198,16012.96618852359,0,14348.715526549024,0
3339,11129.5074208656,18494.427555611568,0,25221.766289032912,20967.296731446346,23771.70304076129,21069.092995155166,0,0,23824.627442985515,0,0,21419.70640410632,23153.406047072313,0,0,0,0,21449.913953581483,0,23131.415433107566,0,20987.478032149753,0,0,0,0,20972.89984884712,22451.510629692235,0,27156.407696445265,23293.287734836635,0,0,22503.256220310584,23559.311788388364,21731.94982776338,22830.933919646453,0,19617.965492705163,0
3340,11523.412452521838,18414.924336161865,0,26294.704233197266,21290.221770501674,25435.40597576427,20268.31028466854,0,0,29072.80326277474,0,0,18256.798091218014,21966.158998226503,0,0,0,0,23242.261285210774,0,22192.675764355026,0,21645.180421396773,0,0,0,0,21552.57808272563,21150.282674761806,0,28308.63974925935,22305.82897326987,0,0,20899.385259913233,20782.49201338345,22520.055017595783,26317.00759596554,0,24965.692369692122,0
3341,10736.762556809479,17841.784885864417,0,24331.72517599405,20227.38994195289,22932.832646405586,20325.593956855013,0,0,22983.889419958497,0,0,20663.83470541541,22336.354495146006,0,0,0,0,20692.976272411433,0,22315.139899415084,0,20246.859072575313,0,0,0,0,20232.795333120266,21659.22799249469,0,26198.095774302397,22471.299952368627,0,0,21709.14755306657,22727.936386433088,20965.05949218772,22025.261961358792,0,18925.674729140454,0
3342,7743.407662487869,16941.935138893365,0,15884.549416784068,15446.273415716312,16295.759895878384,14114.999794967918,0,0,14351.187935150601,0,0,13591.155472625911,15144.665654880582,0,0,0,0,18444.78049025954,0,17402.160323539123,0,16001.542823411673,0,0,0,0,14107.668371929622,15833.27570680301,0,14629.120280251302,16065.42544837261,0,0,13199.644803219046,15871.935173424748,16539.85455215198,16012.96618852359,0,14348.715526549024,0
3345,7399.668102226002,11872.67708527988,0,14966.707790270817,14645.509573476595,15932.87635006942,14357.085892859877,0,0,16995.016284467194,0,0,14687.069683239799,15250.90573897569,0,0,0,0,13741.021810883158,0,14147.360363889493,0,14632.667734824841,0,0,0,0,14133.08513535747,14815.262645513369,0,17067.556910706906,17705.887981832737,0,0,15420.930099619782,16953.392731559907,14437.710144275488,14532.466590769503,0,13054.346101724122,0
3348,13165.372548219351,19675.879877259536,0,30124.875759866325,32138.158310595747,29470.62778398099,26188.240687743335,0,0,23421.55580004021,0,0,18706.642952155802,26771.23799203268,0,0,0,0,23531.039031817334,0,39753.72151660228,0,26316.005853176037,0,0,0,0,22258.846640623233,27602.30243397253,0,32579.45339012802,33753.71289113808,0,0,13974.385514621052,29250.710447342586,25090.308284592786,22927.562588768767,0,28504.26994079074,0
3351,18499.170255564983,29681.69271319967,0,37416.769475677014,36613.77393369145,39832.190875173495,35892.714732149645,0,0,42487.54071116793,0,0,36717.67420809943,38127.26434743919,0,0,0,0,34352.55452720787,0,35368.400909723685,0,36581.669337062056,0,0,0,0,35332.71283839365,37038.15661378334,0,42668.892276767205,44264.71995458176,0,0,38552.32524904939,42383.48182889972,36094.27536068869,36331.16647692371,0,32635.865254310254,0
3358,14243.919763653319,0,28848.16204891849,0,0,0,0,27100.52964003146,29036.99712818901,0,30588.336362388156,29899.95291759049,0,0,26508.153078798263,28419.831965777623,28783.3278831039,29326.673432213855,0,28436.057665327116,0,27309.676244019513,0,27654.830890525875,29168.56865541282,26768.86554436822,29559.283763401192,0,0,31467.90943053925,0,0,34045.461280130745,28219.106547361702,0,0,0,0,25264.268598666626,0,27155.06910146041
3359,11099.502153338999,0,24716.067498674143,0,0,0,0,20589.490086513542,21665.69487002222,0,21115.10235317541,20408.710703805522,0,0,22316.840142133547,23494.09542655455,21136.427048999958,22192.964538650533,0,20233.0032410629,0,22215.6999159961,0,21253.826861948884,22511.21405510626,22869.629442979567,22070.978796039526,0,0,23479.7721214929,0,0,24896.4103923225,21710.799434396926,0,0,0,0,20020.9464634875,0,23248.38954288723
3361,10736.762556809479,0,21381.949183361365,0,0,0,0,20033.083691236807,21223.00816298818,0,22141.40899904643,21912.39506334261,0,0,20815.406734284334,20532.463963561026,20716.344725224622,21242.884859150254,0,19989.41964228623,0,23014.011778105094,0,18704.880738580465,23778.334341562037,22281.511320799742,21566.126583583868,0,0,22771.151146823577,0,0,23727.031866701553,21788.13219175581,0,0,0,0,18482.510740842677,0,21427.67803014632
3363,11099.502153338999,0,24716.067498674143,0,0,0,0,20589.490086513542,21665.69487002222,0,21115.10235317541,20408.710703805522,0,0,22316.840142133547,23494.09542655455,21136.427048999958,22192.964538650533,0,20233.0032410629,0,22215.6999159961,0,21253.826861948884,22511.21405510626,22869.629442979567,22070.978796039526,0,0,23479.7721214929,0,0,24896.4103923225,21710.799434396926,0,0,0,0,20020.9464634875,0,23248.38954288723
3367,15675.84640365145,0,31748.238182332097,0,0,0,0,29824.918080399017,31956.05665838247,0,33663.3504341673,32905.764507925254,0,0,29172.990511225937,31276.84851538712,31676.886304346102,32274.85382405158,0,31294.705367865234,0,30055.0899779077,0,30434.942666908897,32100.854936249565,29459.912133476337,32530.848233181834,0,0,34631.34608044355,0,0,37468.01657298226,31055.944376596224,0,0,0,0,27804.0596004955,0,29884.94033792954
3368,42814.938571968225,0,86712.9488604926,0,0,0,0,81459.84609984577,87280.55682609143,0,91943.63378233826,89874.46354043762,0,0,79679.25715371934,85425.45732006717,86518.06775523674,88151.27734181816,0,85474.22917086567,0,82088.50725147162,0,83125.98676786908,87676.0397373531,80462.91701585977,88850.46669462568,0,0,94587.4893717626,0,0,102335.19688047284,84822.10890180102,0,0,0,0,75940.33988297214,0,81623.7829746369
3371,11129.5074208656,0,22164.08911435464,0,0,0,0,20765.882865038944,21999.334118948558,0,22951.329552037176,22713.93841263075,0,0,21576.822854355327,21283.530192830633,21474.13721153493,22019.93789371471,0,20720.62160921353,0,23855.85166041164,0,19389.09497951109,24648.132722502753,23096.556739598014,22355.00362249304,0,0,23604.107320925483,0,0,24594.953631352375,22585.130073604356,0,0,0,0,19158.590809664198,0,22211.490697182602
3372,8808.89226589557,0,17542.651781157972,0,0,0,0,16435.985713203103,17412.24987297654,0,18165.744604646345,17977.8519250486,0,0,17077.836491486596,16845.698323996352,16996.56184646832,17428.557551773316,0,16400.16188818478,0,18881.664681203667,0,15346.272062995411,19508.747107797448,18280.69045093816,17693.75867839897,0,0,18682.411589290085,0,0,19466.65639640948,17875.901430878017,0,0,0,0,15163.830349967375,0,17580.16965329503
3373,32672.605792205777,0,64634.71860963187,0,0,0,0,57572.786772237065,62117.063637590465,0,66323.47255252473,72862.12087806004,0,0,65217.77250745594,71125.09497441238,57612.17005549815,61786.22529747355,0,57974.23362480224,0,57553.59307278923,0,62242.25832876574,86332.97113529855,56939.127111831585,73227.80305142138,0,0,75247.8709905451,0,0,76598.0128282856,73646.84739902387,0,0,0,0,64890.88253505211,0,55519.65780047337
3374,9506.027374880503,0,19268.23729124319,0,0,0,0,27048.020875772236,19034.44972941899,0,12692.358114427465,21921.106311250845,0,0,20981.852791588884,16344.839039445205,19656.88148953999,12959.618105084539,0,18729.326968294452,0,18835.93529085664,0,14158.424248290794,16191.871474044756,18032.65465014615,14147.106047154612,0,0,24699.714464789064,0,0,26945.22317789387,21796.34679776547,0,0,0,0,24074.63229097125,0,13110.345557726425
3375,7743.407662487869,0,14044.660968974942,0,0,0,0,16236.661623215807,16583.082530375592,0,16979.63348117621,16146.513953811185,0,0,14110.106901919273,18699.426717319162,13322.469471930259,13738.404666922937,0,14568.857237370565,0,15441.574036108941,0,14003.651724852241,17898.167982275634,13351.939622168842,14479.928752338086,0,0,17113.5358536635,0,0,16858.133199878208,17746.492768706994,0,0,0,0,14272.441402985038,0,17004.580985805627
3378,9441.06912267204,15688.669977381549,0,21395.415801081275,17786.384452741982,20165.33913717498,17872.737381561,0,0,20210.234469985327,0,0,18170.159837386644,19640.842909712654,0,0,0,0,18195.78465184041,0,19622.188453712028,0,17803.504083263015,0,0,0,0,17791.13753090463,19045.430830652585,0,23036.556110734167,19759.503388855068,0,0,19089.326187324474,19985.16939390814,18435.033351943028,19367.2924703235,0,16641.75791963479,0
3379,25898.83835779099,41554.36979847955,0,52383.47726594783,51259.28350716805,55765.067225242936,50249.80062500954,0,0,59482.556995635154,0,0,51404.74389133927,53378.17008641489,0,0,0,0,48093.57633809103,0,49515.76127361319,0,51214.33707188691,0,0,0,0,49465.79797375112,51853.41925929676,0,59736.44918747414,61970.60793641454,0,0,53973.255348669205,59336.87456045965,50531.985504964185,50863.633067693234,0,45690.2113560344,0
3380,9218.91304240686,15319.502737796436,0,20891.9641635334,17367.856275395865,19690.832209863675,17452.177249153796,0,0,19734.671118763785,0,0,17742.601111270345,19178.677807727803,0,0,0,0,17767.622952876158,0,19160.462306338202,0,17384.57306700505,0,0,0,0,17372.497509740813,18597.276261999043,0,22494.487099071095,19294.54610871895,0,0,18640.138725017325,19514.902008054105,18001.241935334223,18911.564233971112,0,16250.163741040136,0
3383,4573.058386951253,7520.825230169325,0,9653.923624925714,9086.729770757194,9383.878290592727,10082.592352384554,0,0,7781.373877675636,0,0,9119.317564624076,8596.422589010941,0,0,0,0,10195.601647301988,0,8817.838005014275,0,7690.4792535485,0,0,0,0,10220.420499931572,8990.155308403564,0,10895.852134453655,9583.52745797822,0,0,8857.8525809239,8481.89043431561,9898.412103355795,11325.332410406296,0,7354.44823019824,0
3388,9629.888768852867,16002.44049168306,0,21823.32018234996,18142.108870767686,20568.642211384456,18230.18884228223,0,0,20614.43544259447,0,0,18533.55969252651,20033.656155831086,0,0,0,0,18559.696998556774,0,20014.6286141411,0,18159.57089075074,0,0,0,0,18146.957009619462,19426.335944689865,0,23497.28299637977,20154.689822733904,0,0,19471.109200422557,20384.86910638664,18803.730628662088,19754.634757961805,0,16974.590017502433,0
3393,11055.0213259584,18370.650497556064,0,25052.96538828415,20826.96958171482,23612.606931486927,20928.08455685685,0,0,23665.177128273484,0,0,21276.351426768386,22998.44799412078,0,0,0,0,21306.35680715266,0,22976.60455602794,0,20847.01581567874,0,0,0,0,20832.5351993127,22301.25012953407,0,26974.65888362505,23137.393500230606,0,0,22352.649404109125,23401.63714318994,21586.50510894729,22678.134065488448,0,19486.668968580805,0
3394,15442.05898742961,27794.087920885777,0,33632.13186047912,31691.60073562012,31815.927739800423,31490.388342307786,0,0,30858.917473484078,0,0,34375.620472855684,30830.988725633222,0,0,0,0,27081.912139784476,0,29653.19471535158,0,28724.646066671332,0,0,0,0,29646.18067593311,30021.236864617797,0,34605.33887008484,31885.639573174813,0,0,31376.914995247324,34498.97718623758,30811.92975941998,31788.904166117998,0,27255.891682055288,0
3395,6937.466954658203,11061.07933059602,0,15598.565021666196,14342.068294908246,12364.514842061299,17377.682760430966,0,0,15554.82959113129,0,0,15009.795411920935,15457.252039820918,0,0,0,0,13123.698405820489,0,11824.326912071176,0,12511.125735962092,0,0,0,0,12695.38362524809,12982.840963005485,0,17293.265321601153,15377.683769224668,0,0,13800.844991266007,14770.162915164023,14041.657113679288,13591.595067362692,0,12260.06634996227,0
3405,11129.5074208656,0,22164.08911435464,0,0,0,0,20765.882865038944,21999.334118948558,0,22951.329552037176,22713.93841263075,0,0,21576.822854355327,21283.530192830633,21474.13721153493,22019.93789371471,0,20720.62160921353,0,23855.85166041164,0,19389.09497951109,24648.132722502753,23096.556739598014,22355.00362249304,0,0,23604.107320925483,0,0,24594.953631352375,22585.130073604356,0,0,0,0,19158.590809664198,0,22211.490697182602
3409,9677.475886679069,0,22825.504804642307,0,0,0,0,17605.9595553268,16532.898355825648,0,18866.05100678724,21626.06657719636,0,0,18507.998579111485,18184.50366537133,19322.165245473116,20313.60538746451,0,16732.576196717313,0,21927.721162125355,0,17780.12601695306,21883.71376353135,23231.386055659594,21203.178824822666,0,0,19268.53847279708,0,0,17856.21595853234,17937.831350711534,0,0,0,0,17059.407684807695,0,18841.335707040787
3411,10066.766450854588,0,18964.17496290139,0,0,0,0,28850.128610739197,16700.822535050564,0,17048.80676902492,16005.153151251492,0,0,22311.174028595862,21744.192118210158,22592.383422217204,19184.223095239457,0,16066.594738397269,0,17303.61958120386,0,18462.24605755528,19205.887885076776,22089.594989595185,24652.35984491269,0,0,18017.72346071907,0,0,24005.10512925551,25218.635779948818,0,0,0,0,17525.23009820922,0,20170.922573830216
3413,11099.502153338999,0,24716.067498674143,0,0,0,0,20589.490086513542,21665.69487002222,0,21115.10235317541,20408.710703805522,0,0,22316.840142133547,23494.09542655455,21136.427048999958,22192.964538650533,0,20233.0032410629,0,22215.6999159961,0,21253.826861948884,22511.21405510626,22869.629442979567,22070.978796039526,0,0,23479.7721214929,0,0,24896.4103923225,21710.799434396926,0,0,0,0,20020.9464634875,0,23248.38954288723
3415,11099.502153338999,0,24716.067498674143,0,0,0,0,20589.490086513542,21665.69487002222,0,21115.10235317541,20408.710703805522,0,0,22316.840142133547,23494.09542655455,21136.427048999958,22192.964538650533,0,20233.0032410629,0,22215.6999159961,0,21253.826861948884,22511.21405510626,22869.629442979567,22070.978796039526,0,0,23479.7721214929,0,0,24896.4103923225,21710.799434396926,0,0,0,0,20020.9464634875,0,23248.38954288723
3419,7743.407662487869,0,14044.660968974942,0,0,0,0,16236.661623215807,16583.082530375592,0,16979.63348117621,16146.513953811185,0,0,14110.106901919273,18699.426717319162,13322.469471930259,13738.404666922937,0,14568.857237370565,0,15441.574036108941,0,14003.651724852241,17898.167982275634,13351.939622168842,14479.928752338086,0,0,17113.5358536635,0,0,16858.133199878208,17746.492768706994,0,0,0,0,14272.441402985038,0,17004.580985805627
3421,11199.665217458805,0,20162.552387284377,0,0,0,0,20722.941822975914,23268.834705182537,0,22534.94674760931,22851.571238868415,0,0,26203.92450315919,28050.235879309643,18592.077205021673,24315.855826896997,0,20325.92524563383,0,20521.87462567233,0,18447.26619581066,24806.18443144271,19721.334566105317,23413.96010062644,0,0,22260.52984462221,0,0,32565.759879251902,26256.23745823308,0,0,0,0,17730.892697992127,0,20911.415819637652
3423,8808.89226589557,0,17542.651781157972,0,0,0,0,16435.985713203103,17412.24987297654,0,18165.744604646345,17977.8519250486,0,0,17077.836491486596,16845.698323996352,16996.56184646832,17428.557551773316,0,16400.16188818478,0,18881.664681203667,0,15346.272062995411,19508.747107797448,18280.69045093816,17693.75867839897,0,0,18682.411589290085,0,0,19466.65639640948,17875.901430878017,0,0,0,0,15163.830349967375,0,17580.16965329503
3424,8551.588853863961,0,19923.951779679635,0,0,0,0,16284.07901542506,13711.00030305185,0,22066.992994839748,18478.762436960274,0,0,14497.791773461975,18343.604265163794,16320.574111871387,15874.399774151612,0,13156.905184294546,0,17153.150729496065,0,13945.025141369208,16752.933086956702,16997.544582220966,26826.246253574056,0,0,18574.6846499824,0,0,14196.127981756426,20008.4577927814,0,0,0,0,12901.511737266008,0,19346.082705791876
3430,12868.632327585,19661.59329958491,0,29410.155874437547,25053.3330006886,28668.05770252402,22078.060131913146,0,0,30891.445229143173,0,0,19323.130432125727,18352.644075646574,0,0,0,0,28231.773879112152,0,28468.148949791503,0,25486.353694723653,0,0,0,0,22106.120548087063,21175.666258748533,0,29868.9058372224,31775.040694273368,0,0,26238.711969742137,22060.885210657878,25893.98241841143,25844.747407182123,0,21038.525334518457,0
3438,65462.241978716636,137545.55129912353,0,186175.64482736785,106387.897696803,108094.7228324279,183325.95980850063,0,0,149187.14760622723,0,0,138580.6181088717,142600.8301008029,0,0,0,0,108754.34575341227,0,109861.03496693193,0,118864.81111664821,0,0,0,0,156878.47318432093,122732.3333442182,0,131762.36496746543,120168.80302172547,0,0,120977.40439551638,156194.3522841846,149466.70150950947,159426.15832222367,0,117782.78155484032,0
3445,10429.872447079037,14886.826229503295,0,20354.910307549722,18388.076467210314,22474.053397299867,22014.58810850746,0,0,31159.24593202553,0,0,18774.81078360458,23998.78787449299,0,0,0,0,21163.38027955436,0,18730.19414889369,0,17856.793561555525,0,0,0,0,18629.746943158738,21346.18703991768,0,29412.829913139925,23926.36051343877,0,0,25002.863333474867,22338.594912543285,17593.80974297282,19549.822295786336,0,17303.225052292768,0
3448,12078.874609057199,21740.708486010823,0,26307.26277555975,24789.367257143134,24886.616613283782,24631.977671299286,0,0,24138.037229159843,0,0,26888.824193597902,24116.191188838857,0,0,0,0,21183.640159401493,0,23194.913386631826,0,22468.596856890013,0,0,0,0,23189.42696136252,23482.798245474376,0,27068.51135304882,24941.145643044783,0,0,24543.21811328118,26985.314582239615,24101.28314689606,24865.47860582869,0,21319.728039737984,0
3462,10057.35908508019,16712.78808360063,0,22792.05635401297,18947.43624288659,21481.683286054584,19039.4260802553,0,0,21529.509276676083,0,0,19356.263548484545,20922.949224284952,0,0,0,0,19383.561088318365,0,20903.077050901033,0,18965.673401127533,0,0,0,0,18952.49959039734,20288.670097112685,0,24540.32629979083,21049.35557005322,0,0,20335.430835592684,21289.752501441446,19638.42735995623,20631.542079493316,0,17728.091281824443,0
3479,10057.35908508019,16712.78808360063,0,22792.05635401297,18947.43624288659,21481.683286054584,19039.4260802553,0,0,21529.509276676083,0,0,19356.263548484545,20922.949224284952,0,0,0,0,19383.561088318365,0,20903.077050901033,0,18965.673401127533,0,0,0,0,18952.49959039734,20288.670097112685,0,24540.32629979083,21049.35557005322,0,0,20335.430835592684,21289.752501441446,19638.42735995623,20631.542079493316,0,17728.091281824443,0
